DATE,AAPL US Equity,MSFT US Equity,FB US Equity,GOOGL US Equity,V US Equity,INTC US Equity,CSCO US Equity,MA US Equity,JNJ US Equity,UNH US Equity,PFE US Equity,MRK US Equity,BRK/B US Equity,JPM US Equity,BAC  US Equity,WFC US Equity,AMZN US Equity,HD US Equity,DIS US Equity,NFLX US Equity,BA US Equity,MMM US Equity,GE US Equity,PG US Equity,KO US Equity,XOM US Equity,CVX US Equity,NEE US Equity,AMT US Equity,DWDP US Equity,T US Equity
2016-03-10,101.17,52.05,107.32,732.17,70.22,31.25,27.38,86.89,107.14,122.09,29.59,53.04,138.62,58.61,13.27,48.51,558.93,125.89,97.04,97.36,122.94,159.89,29.94,82.28,45.23,82.18,93.94,115.69,94.71,49.13,38.31
2016-03-11,102.26,53.07,109.41,744.87,71.63,31.76,27.86,88.58,107.71,125.1,30.5,53.2,140.65,59.34,13.79,50.07,569.61,128.46,97.94,97.66,124.63,161.88,30.34,81.75,45.2,82.19,94.58,115.82,98.46,50.62,38.36
2016-03-14,102.52,53.17,109.89,750.24,71.49,31.43,27.7,88.87,107.66,125.22,30.1,53.08,139.72,59.12,13.64,49.88,573.37,128.84,98.81,98.13,126.34,161.81,30.27,81.17,45.29,82.41,94.26,115.84,98.06,50.28,38.32
2016-03-15,104.58,53.59,110.67,750.57,71.91,31.65,27.66,89.36,107.76,124.85,29.54,52.42,140.4,59.2,13.57,49.98,577.02,129.71,98.24,97.86,126.36,162.41,30.28,81.31,45.24,82.82,94.27,115.6,98.41,50.19,38.52
2016-03-16,105.97,54.35,112.18,757.36,72.37,31.69,27.88,90.01,107.41,124.9,29.04,51.94,139.83,58.92,13.31,49.54,574.27,130.45,98.44,99.35,127.57,162.89,30.17,81.34,45.05,82.87,95.4,117.12,99.81,50.66,38.77
2016-03-17,105.8,54.66,111.02,758.48,73.14,31.98,28.19,91.41,106.74,124.53,29.34,51.53,142.4,58.75,13.4,49.73,559.44,130.88,99.6,99.72,130.7,163.75,30.96,82.75,45.77,84.1,96.89,118.33,101.75,51.4,39.12
2016-03-18,105.92,53.49,111.45,755.41,73.78,32.68,28.33,92.31,107.5,126.72,29.45,52.25,142.16,60.48,13.79,50.54,552.08,131.35,99.2,101.12,133.96,165.33,30.92,83.15,45.6,84.2,97.69,118.5,100.51,51.66,38.56
2016-03-21,105.91,53.86,111.85,762.16,73.77,32.34,28.19,92.35,107.28,126.74,30.07,52.8,142.13,60.46,13.84,50.67,553.98,131.01,98.46,101.06,135.86,164.84,31.09,83.32,45.67,83.62,96.44,117.57,100.34,51.54,38.92
2016-03-22,106.72,54.07,112.25,760.05,72.96,32.32,28.28,91.76,107.38,128.02,30.38,53.03,142.18,60.24,13.76,50.37,560.48,130.59,97.58,99.84,135.12,164.91,31.06,82.74,45.5,84.12,95.5,117.04,99.93,51.25,38.63
2016-03-23,106.13,53.97,112.54,757.56,73.91,32,27.83,92.13,108.5,129.79,30.19,53.08,140.96,59.94,13.62,49.76,569.63,130.22,96.83,99.59,132.86,164.27,31.07,82.82,45.46,83.75,93.59,117.69,99.58,51.18,38.54
2016-03-24,105.67,54.21,113.05,754.84,74.14,31.88,27.96,91.91,108.31,128.59,30.08,53.07,140.11,59.48,13.68,48.9,582.95,130.46,97.22,98.36,132.12,164.46,31.11,82.89,45.58,83.98,94.85,118.48,100.35,51.32,38.88
2016-03-28,105.19,53.54,113.69,753.28,74.08,31.9,27.9,91.24,108.23,128.92,29.78,52.83,141.29,59.4,13.62,48.7,579.87,131.08,98.09,101.21,131.29,166.28,31.49,82.62,45.8,84.22,94.68,117.58,100.24,51.56,39.07
2016-03-29,107.68,54.71,116.14,765.89,75.38,32.38,28.1,92.78,109.14,129.83,30.05,53.32,141.9,59.03,13.42,48.05,593.86,132.47,98.16,104.13,130.88,164.39,31.48,82.8,46.48,84.53,95.32,119.01,101.92,51.12,39.45
2016-03-30,109.56,55.05,114.7,768.34,76.78,32.71,28.46,93.81,108.98,129.68,30.07,53.22,142.46,59.71,13.48,48.65,598.69,133.42,98.91,102.19,128.58,166.75,31.83,82.68,46.58,84.52,95.25,118.5,102.31,51.48,39.37
2016-03-31,108.99,55.23,114.1,762.9,76.48,32.35,28.47,94.5,108.2,128.9,29.64,52.91,141.88,59.22,13.52,48.36,593.64,133.43,99.31,102.23,126.94,166.63,31.79,82.31,46.39,83.59,95.4,118.34,102.37,50.86,39.17
2016-04-01,109.99,55.57,116.06,769.67,77.59,32.45,28.69,95.87,109.19,129.92,30.04,53.7,143.79,59.87,13.56,48.45,598.5,134.85,99.07,105.7,126.96,167.53,31.93,83.53,46.83,82.96,94.26,118.71,104.5,51.14,39.05
2016-04-04,111.12,55.43,112.55,765.12,77.83,32,28.14,95.05,108.59,129.49,30.72,54.4,143.22,59.2,13.51,48.5,593.19,134.85,98.68,104.35,126.34,166.4,31.23,83.21,46.89,83.16,93.43,118.72,104.7,51.07,39.36
2016-04-05,109.81,54.56,112.22,758.57,76.97,31.9,27.58,94.35,108.95,127.04,31.36,54.24,141.2,58.36,13.19,47.51,586.14,134.58,97,104.94,127.03,165.81,30.98,83.16,46.53,82.21,92.67,116.35,104,50.74,39.19
2016-04-06,110.96,55.12,113.71,768.07,78.21,32.08,28,94.75,109.42,128.03,32.93,55.63,141.7,58.81,13.27,48.08,602.08,135.44,97.48,104.83,127.93,166.81,30.9,83.81,46.71,83.31,94.84,116.71,105.7,50.93,38.64
2016-04-07,108.54,54.46,113.64,760.12,77.58,31.55,27.6,93.51,109.27,126.87,32.76,55.42,140.81,57.32,12.85,46.93,591.43,133.87,96.16,104.45,127,167.16,30.63,83.24,46.36,82.37,94.79,116.19,105,50.44,38.59
2016-04-08,108.66,54.42,110.63,759.47,78.03,31.63,27.69,93.79,109.1,125.68,32.5,55.36,141.06,57.74,12.88,47.07,594.6,133.62,96.42,103.81,127.88,166.63,30.79,83.2,46.87,83.21,96.33,116.81,105.71,50.77,38.5
2016-04-11,109.02,54.31,108.99,757.54,77.82,31.67,27.62,93.47,108.97,126.33,31.89,55.05,140.99,58.2,12.97,47.03,595.93,133.01,96.27,102.68,127.91,166.59,30.71,82.73,46.44,83.32,95.24,116.23,106.01,50.76,38.39
2016-04-12,110.44,54.65,110.61,764.32,78.52,31.86,27.64,93.86,109.6,126.8,31.96,55.34,142.4,59.28,13.27,47.77,603.17,134.38,97.35,106.98,129.47,168.03,30.81,82.83,46.65,84.35,97.51,117.05,106.17,51.62,38.67
2016-04-13,112.04,55.35,110.51,771.91,79.71,32.13,28.23,95.75,109.87,127.76,32.54,55.96,144.04,61.79,13.79,49.03,614.82,133.84,99.48,109.65,131.14,168.59,30.98,82.46,46.04,84.83,97.6,116.48,106.23,52.21,38.25
2016-04-14,112.1,55.36,110.84,775.39,80.33,31.8,28.25,96.17,109.84,127.98,32.65,56.45,143.72,62.59,14.14,48.79,620.75,134.37,98.63,110.42,130.85,168.16,31.02,82.01,45.83,85.43,97.98,116.15,105.2,52.36,38.42
2016-04-15,109.85,55.65,109.64,780,80.08,31.46,27.9,96.68,110.18,127.33,32.5,56.14,143.45,61.87,14,48.25,625.89,135.01,98.59,111.51,131.13,168.78,31.03,82.3,46.1,84.97,97.23,117.43,105.78,52.37,38.48
2016-04-18,107.48,56.46,110.45,787.68,81.45,31.65,28.19,97.67,110.93,127.81,32.61,56.51,144.38,62.27,14.17,48.84,635.35,136.8,101.48,108.4,131.97,169.55,31.06,82.83,46.22,85.78,98.7,117.77,105.54,52.54,38.65
2016-04-19,106.91,56.39,112.29,776.25,80.75,31.6,28.33,97.24,112.68,130.5,32.89,56.86,145.95,63.32,14.45,49.88,627.9,135.44,102.64,94.34,132.68,169.65,31.15,83.28,46.6,86.21,100.5,118.1,105.5,53.05,38.92
2016-04-20,107.13,55.59,112.42,774.92,81.15,32,28.44,97.9,113.58,133.93,33.23,56.58,146.09,64.24,14.93,50.45,632.99,135.19,103.27,96.77,130.57,168.94,31.15,81.55,44.37,86.8,101.69,115.51,104.82,51.94,38.72
2016-04-21,105.97,55.78,113.44,780,80.79,31.97,28.24,97.54,113.57,132.96,33.24,56.6,144.86,63.6,14.9,50.05,631,134.6,102.91,94.98,130.74,168.66,30.98,80.8,43.66,86.79,101.4,112.91,102.57,51.98,37.86
2016-04-22,105.68,51.78,110.56,737.77,79.11,31.64,28.15,97.45,113.32,134.13,33.27,56.74,146.11,63.97,15.11,50.62,620.5,135.66,103.77,95.9,131.05,168.66,30.76,80.95,44.54,87.53,102.01,114.44,104.19,52.61,38.07
2016-04-25,105.08,52.11,110.1,742.21,78.14,31.39,28.23,96.98,113.51,133.78,33.21,56.22,146.18,63.6,14.96,50.51,626.2,135.65,104.57,93.56,130.75,168.38,30.68,81.41,44.71,87.33,101.51,114.47,104.18,52.54,38.21
2016-04-26,104.35,51.44,108.76,725.37,78.53,31.4,28.45,97.27,112.91,134.24,33.05,56.04,147.02,63.93,15.09,50.92,616.88,135.34,104.89,92.43,133.24,166.18,30.9,79.55,44.53,87.63,102.29,115.52,104.77,53.67,38.09
2016-04-27,97.82,50.94,108.89,721.46,78.76,31.75,28.64,98.38,112.77,132.8,33,56.31,147.6,64.11,15.02,50.93,606.57,135.75,105.28,91.04,137.08,167.76,30.93,79.89,44.68,88.46,103.85,116.89,104.49,53.6,38.72
2016-04-28,94.83,49.9,116.73,705.06,77.68,31.11,27.96,97.18,112.48,132.07,32.91,55.74,146.07,63.6,14.79,50.41,602,132.73,104.03,90.28,134.8,167,30.9,79.76,44.63,88.03,102.4,116.47,104.13,53.42,38.64
2016-04-29,93.74,49.87,117.58,707.88,77.24,30.28,27.49,96.99,112.08,131.68,32.71,54.84,145.48,63.2,14.56,49.98,659.59,133.89,103.26,90.03,134.8,167.38,30.75,80.12,44.8,88.4,102.18,117.58,104.88,52.61,38.82
2016-05-02,93.64,50.61,118.57,714.41,78.46,30.61,27.37,97.77,112.75,132.1,32.8,55.3,146.89,63.79,14.77,50.59,683.85,136.05,104.36,93.11,134.01,168.34,30.89,80.97,44.98,89.13,103.31,118.06,105.51,52.65,39.1
2016-05-03,95.18,49.78,117.43,708.44,77.19,30.36,26.86,96.45,112.69,132.46,33.7,55.08,144.83,62.56,14.36,50,671.32,134.54,103.78,91.54,132.49,167.97,30.63,81.1,44.84,88.11,101.32,118.42,104.16,51.77,38.91
2016-05-04,94.19,49.87,118.06,711.37,77.07,29.85,26.44,96.25,112.22,132.03,33.4,54.81,144.24,61.57,14.13,48.94,670.9,135.16,103.67,90.79,130.89,167.16,30.07,81.6,44.98,87.94,100.59,119.46,105.51,51.39,38.88
2016-05-05,93.24,49.94,117.81,714.71,77.36,29.9,26.21,96.19,112.88,132.31,33.57,54.09,143.88,61.24,14.05,48.96,659.09,134.67,104.93,89.37,132.08,167.77,29.89,81.3,45.06,88.04,101.42,118.85,106.31,50.85,38.74
2016-05-06,92.72,50.39,119.49,725.18,77.72,30.04,26.53,96.68,112.74,132.04,33.58,53.6,144.62,61.6,14.11,49.02,673.95,135.7,105.54,90.84,133.26,168.89,30.12,82.13,45.32,88.51,101.86,118.49,106.57,51.16,38.99
2016-05-09,92.79,50.07,119.24,729.13,78.22,29.8,26.51,96.72,113.72,132.67,33.82,54.1,142.91,61.21,13.99,48.88,679.75,136.24,105.34,90.54,132.1,168.52,29.87,82.12,45.24,88.57,100.35,118.89,106.65,50.84,38.86
2016-05-10,93.42,51.02,120.5,739.38,79.2,30.14,27.03,97.64,114.67,133.57,33.8,54.68,144.78,62.04,14.3,49.4,703.07,137.51,106.6,92.89,134.72,170.26,30.48,82.48,45.75,89.99,101.27,119.6,107.18,51.54,39.31
2016-05-11,92.51,51.05,119.52,730.55,77.3,30.06,26.7,96.41,114.37,130.69,33.16,54.31,142.87,61.81,14.2,49.08,713.23,134.3,102.29,90.02,133,169.77,30.34,82.15,45.46,88.81,101.14,119.69,105.73,51.25,39.18
2016-05-12,90.34,51.51,120.28,728.07,77.89,29.76,26.67,95.85,114.23,129.74,33.19,54.12,143.31,61.77,14.14,49.2,717.93,134.19,101.71,87.74,134.42,170.15,30.09,82.41,45.83,89.67,102.12,121.15,106.56,51.54,39.55
2016-05-13,90.52,51.08,119.81,724.83,76.83,29.91,26.53,95.36,113.56,129,33.19,53.88,141.4,61.2,13.88,48.24,709.92,133.13,100.52,87.88,132.12,168.32,29.64,81.23,45.35,88.66,100.74,120.76,105.7,50.55,39.15
2016-05-16,93.88,51.83,118.67,730.3,77.8,30.39,26.97,96.15,114.44,130.64,33.38,54.65,141.85,61.66,13.93,48.27,710.66,135.34,100.36,89.12,134.14,169.55,29.96,81.63,45.62,89.57,102.29,121.48,106.48,51.6,39.28
2016-05-17,93.49,50.51,117.35,720.19,76.79,29.98,26.65,95.6,113.83,129.56,33.03,54.32,140.34,61.66,14.01,47.62,695.27,132,99.94,88.63,132.56,167.81,29.71,80.62,44.75,89.53,100.75,119.78,105.36,51.51,39.11
2016-05-18,94.56,50.81,117.65,721.78,77.43,29.99,26.72,95.63,113.59,130.51,33.17,54.67,141.47,64.04,14.69,48.65,697.45,131.77,99,90.5,130.99,166.82,29.61,79.85,44.48,89.35,100.06,118.02,104.55,50.81,38.45
2016-05-19,94.2,50.32,116.81,715.31,76.88,29.63,27.57,94.7,112.85,130,33.38,54.58,140.79,63.39,14.53,48.38,698.52,131.73,98.41,89.55,128.08,165.11,29.36,80.19,44.32,90.11,99.85,118.41,103.77,50.77,38.44
2016-05-20,95.22,50.62,117.35,721.71,77.67,30.15,27.97,95.47,112.64,130.94,33.74,55.11,141.83,63.51,14.52,48.75,702.8,131.85,99.78,92.49,127.39,165.01,29.56,80.02,43.95,89.74,99.79,119.33,104.01,51.36,38.45
2016-05-23,96.43,50.03,115.97,717.25,77.21,30.23,27.94,95.08,112.16,130.42,33.67,54.92,141.48,63.46,14.47,48.7,696.75,131.42,99.18,94.89,127.58,166.11,29.49,80.2,43.97,89.6,99.38,117.99,104.16,52.26,38.32
2016-05-24,97.9,51.59,117.7,733.03,79.38,31.06,28.47,96.48,112.69,132.59,34.1,55.6,143.71,64.54,14.68,49.2,704.2,133.36,99.51,97.89,127.5,168.63,29.85,80.97,44.37,89.67,100.19,119.89,105.3,52.82,38.5
2016-05-25,99.62,52.12,117.89,738.1,79.06,31.39,28.92,96.45,113.35,133.42,34.35,56.57,144.08,65.52,14.92,50.5,708.35,133.2,99.86,100.2,128.86,169.99,30.09,81.48,44.38,90.26,101.77,119.1,106.17,52.86,38.62
2016-05-26,100.41,51.89,119.47,736.93,79,31.49,28.9,96.38,112.9,132.98,34.43,56.39,143.05,65.03,14.7,50.55,714.91,134.05,99.81,102.81,129.31,168.91,30.02,81.22,44.69,89.8,101.5,119.82,105.3,51.99,38.84
2016-05-27,100.35,52.32,119.38,747.6,79.66,31.57,28.92,97.18,113.06,134,34.61,56.48,143.35,65.43,14.88,50.85,712.24,133.94,100.29,103.3,129.22,168.89,30.12,81.43,44.78,90.01,102.02,119.84,106.06,52.18,38.99
2016-05-31,99.86,53,118.81,748.85,78.94,31.59,29.05,95.9,112.69,133.67,34.7,56.26,140.54,65.27,14.79,50.72,722.79,132.12,99.22,102.57,126.15,168.32,30.23,81.04,44.6,89.02,101,120.12,105.78,51.36,39.15
2016-06-01,98.46,52.85,118.78,748.46,79.22,31.66,28.9,96.41,112.78,134.53,34.75,56.33,141.99,65.69,14.86,51,719.44,131.83,98.52,101.51,126.41,168.69,30.11,81.79,44.7,89.24,101.13,120.15,105.47,51.58,38.73
2016-06-02,97.72,52.48,118.93,744.27,79.95,31.76,29.08,96.88,114.49,136.04,34.87,56.82,142.11,65.81,14.94,51.11,728.24,132.41,98.72,101.25,126.85,168.04,30.05,81.95,44.72,88.53,100.53,119.81,106.56,52.24,38.84
2016-06-03,97.92,51.79,118.47,735.86,79.94,31.62,29.13,96.03,114.76,136.84,34.69,56.64,141.14,64.64,14.42,50.19,725.54,131.74,98.75,99.59,127.38,168.38,29.94,82.47,45.04,88.37,100.66,121.8,106.97,53.16,39.21
2016-06-06,98.63,52.13,118.79,730.06,80.54,31.68,29.1,96.64,115.77,138.15,34.93,57.17,141.82,65.28,14.52,50.49,726.73,129.19,98.78,100.74,131.9,170.08,30.12,82.77,45.37,89.34,101.17,121.75,107.2,53.63,39.34
2016-06-07,99.03,52.1,117.76,731.09,80.6,31.88,29.07,96.68,115.73,136.94,34.84,57,141.41,65.06,14.35,50.27,723.74,129.92,98.35,99.89,131.93,170.91,30.14,82.32,45.32,90.71,103.32,121.11,107.87,53.7,39.79
2016-06-08,98.94,52.04,118.39,742.93,81.65,31.89,29.14,97.99,115.8,140.4,35.25,57.62,142.53,65.25,14.43,50,726.64,129.59,98.04,97.86,133,171.42,30.31,82.65,45.55,90.79,103.09,122.92,107.56,53.68,39.86
2016-06-09,99.65,51.62,118.56,742.52,81.26,31.94,29.14,97.02,117,140.68,35.31,57.18,142.23,64.75,14.19,49.14,727.65,129.3,97.84,97.09,133.1,170.13,30.24,83.17,45.76,90.67,102.81,123.98,109.07,53.59,40.09
2016-06-10,98.83,51.48,116.62,733.19,80.18,32.04,29.03,95.21,117.01,139.24,35.29,56.81,141.76,63.84,13.83,48.34,717.91,128.83,97.34,93.75,131.14,168.56,30.04,83.2,45.99,89.98,101.98,123.83,108.79,53.38,40.33
2016-06-13,97.34,50.14,113.95,731.88,78.4,32.17,28.84,94.19,116.79,138.09,34.74,56.11,140.94,63.27,13.6,47.97,715.24,127.83,97.57,93.85,129.92,167.13,29.83,82.57,45.12,90.59,102.1,123.59,108.93,52.69,40.19
2016-06-14,97.46,49.83,114.94,733.25,78.57,32.14,28.96,94.11,117.12,137.87,34.99,56.25,141.3,62.08,13.26,46.88,719.3,125.24,98.4,94.12,130.5,167.61,30.44,83.35,45.04,90.43,101.28,124.98,107.61,52.13,40.38
2016-06-15,97.14,49.69,114.6,732.19,78.17,31.61,28.65,93.34,116.41,137.26,34.79,56.09,140.45,61.97,13.34,46.78,714.26,126.53,98.27,94.29,130.16,167.8,30.59,82.95,45.01,90.16,100.63,123.84,107.23,51.86,40.29
2016-06-16,97.55,50.39,114.39,724.25,78.35,31.69,28.87,94.08,116.64,138.66,34.75,57.5,141.99,62.22,13.31,46.85,717.51,127.36,98.38,95.44,129.37,169.93,30.64,83.41,45.31,91.22,101.07,124.85,107.69,52.19,40.49
2016-06-17,95.33,50.13,113.02,704.25,76.99,31.76,28.95,93.29,115.48,137.69,34.22,55.89,140.73,62.28,13.4,46.6,706.39,127.14,99,94.45,129.82,168.94,30.6,83.13,44.79,90.72,101.57,125.1,106.94,52.93,40.73
2016-06-20,95.1,50.07,113.37,706.13,77.34,32.17,28.8,94.35,116.54,138.52,34.5,56.14,141.67,62.37,13.54,46.93,714.01,127.62,99.57,93.8,132.75,171.23,30.83,83.04,44.98,91.12,102.61,124.24,107.42,53.07,40.78
