DATE,AAPL US Equity,MSFT US Equity,FB US Equity,GOOGL US Equity,V US Equity,INTC US Equity,CSCO US Equity,MA US Equity,JNJ US Equity,UNH US Equity,PFE US Equity,MRK US Equity,BRK/B US Equity,JPM US Equity,BAC  US Equity,WFC US Equity,AMZN US Equity,HD US Equity,DIS US Equity,NFLX US Equity,BA US Equity,MMM US Equity,GE US Equity,PG US Equity,KO US Equity,XOM US Equity,CVX US Equity,NEE US Equity,AMT US Equity,DWDP US Equity,T US Equity
2007-06-04,17.3329,30.715,#N/A N/A,253.781,#N/A N/A,22.16,27.01,15.125,63.6,55.2,27.52,51.75,72.9,51.57,50.85,36.2,70.42,39.8,35.2254,3.069,99.98,88.07,37.81,63.19,26.335,84.22,83.13,62.91,42.83,45.88,40.9
2007-06-05,17.5243,30.58,#N/A N/A,259.671,#N/A N/A,21.96,27.2,14.92,63.31,54.7,27.28,51.44,72.38,51.22,50.66,35.91,73.65,38.86,34.8011,3.056,99.5,87.46,37.4,63.46,26.16,84.26,82.73,61.34,42.87,46.51,40.49
2007-06-06,17.6629,30.29,#N/A N/A,259.376,#N/A N/A,21.49,26.6,14.702,62.9,53.97,26.79,50.76,72.12,50.56,50.33,35.59,72.29,38.3,34.4459,3.229,98.29,86.62,37.29,63.19,26,83.62,81.79,59.93,42.15,45.88,40.38
2007-06-07,17.7241,29.62,#N/A N/A,257.78,#N/A N/A,21.31,25.85,13.941,62,53.36,26.29,50.34,72.54,49.82,49.79,35.06,72.04,37.66,33.8045,3.419,96.84,84.88,36.76,62.32,25.69,81.96,80.2,57.84,41.25,44.97,39.52
2007-06-08,17.7843,30.05,#N/A N/A,257.995,#N/A N/A,21.83,26.48,14.358,62.13,53.67,26.52,50.14,72.24,50.41,50.26,35.34,73.24,37.95,33.7453,3.347,98.19,85.94,37.32,63.07,25.835,82.68,80.69,58.51,41.62,45.43,40.26
2007-06-11,17.17,30.02,#N/A N/A,255.918,#N/A N/A,21.93,26.32,14.16,62.27,53.19,26.37,51.05,72.63,50.43,50.05,35.48,71.17,37.71,33.7256,3.133,97.55,85.3,37.46,63.05,25.815,83.06,81.36,60.38,41.92,45.38,40.12
2007-06-12,17.1971,29.85,#N/A N/A,252.63,#N/A N/A,22.2,26.06,14.531,61.83,52.99,26.11,50.22,72.36,49.35,49.66,35.18,70.07,37.36,33.1138,2.869,96.48,85.04,37.05,62.16,25.57,82,80.56,59,42.23,44.57,39.08
2007-06-13,16.7857,30.39,#N/A N/A,252.865,#N/A N/A,22.672,26.53,15.03,62.18,53.11,26.35,50.67,72.5,50.29,50.36,35.94,70.888,37.73,33.4,2.774,98.47,87.19,37.64,62.37,25.68,83.35,81.15,60.25,42.44,44.99,39.98
2007-06-14,16.9643,30.52,#N/A N/A,251.664,#N/A N/A,23.23,26.83,15.029,62.45,52.95,26.39,50.23,72.42,50.32,50.08,35.89,71.94,37.79,33.79,2.74,98.97,87.42,37.8,62.42,25.655,84.77,82.33,60.21,42.5,45.09,40.56
2007-06-15,17.2143,30.49,#N/A N/A,253.19,#N/A N/A,24.24,27.39,15.765,62.77,52.9,26.47,50.73,72.44,50.56,50.08,35.97,72.4,37.95,34.4,2.816,98.15,87.67,38.12,62.57,25.79,85.94,83.17,61.3,42.93,45.37,40.28
2007-06-18,17.87,30.51,#N/A N/A,257.85,#N/A N/A,24.17,27.21,16.462,62.33,52.87,26.26,50.63,72.28,50.43,49.91,36.14,71.83,37.96,34.54,2.86,97.4,87.62,38.07,61.77,25.88,86.36,83.39,60.61,42.83,45.06,40.01
2007-06-19,17.6657,30.46,#N/A N/A,257.404,#N/A N/A,24.1,27.3,16.527,62.42,52.74,26.21,50.32,72.57,50.85,50.55,36.38,69.81,38.27,34.76,2.847,96.92,87.82,39.29,61.82,25.695,85.84,83.29,60.55,43.13,45.51,40.24
2007-06-20,17.3643,30.01,#N/A N/A,255.232,#N/A N/A,23.94,27.2,16.346,62.04,51.5,25.71,49.26,72.23,49.46,49.98,35.68,69.1,40.03,34.19,2.793,96.08,87.08,39.07,61.94,25.745,82.82,80.97,58.96,41.82,45.15,39.53
2007-06-21,17.7,30.22,#N/A N/A,257.304,#N/A N/A,24.29,27.32,16.469,62.11,51.77,25.92,49.3,71.88,49.84,49.89,35.63,69.67,39.95,34.19,2.856,97.2,87.41,38.8,61.88,26.045,84.3,82.85,59.3,41.71,45.58,39.59
2007-06-22,17.5714,29.49,#N/A N/A,262.744,#N/A N/A,23.7,26.92,16.843,60.73,51.3,25.38,48.55,71.56,48.72,48.95,35.02,68.86,39.36,34.14,2.811,95.92,86.43,38.24,61.03,25.81,82.52,81.55,57.98,41.45,45.08,38.85
2007-06-25,17.4771,29.49,#N/A N/A,263.966,#N/A N/A,23.48,27.0299,16.195,61.11,51.5,25.4,48.34,71.06,48.36,48.85,35.08,68.66,39.18,34.06,2.803,95.57,86.25,38.21,61.08,25.885,82.37,82.95,57.76,41,45.07,39.08
2007-06-26,17.0929,29.52,#N/A N/A,265.387,#N/A N/A,23.38,27.15,16.182,61.65,51.79,25.59,49.12,70.81,48.6,48.8,35.06,67.48,39.15,34.06,2.789,94.98,86.08,38.02,61.19,25.975,81.82,82.7,56.66,40.63,45.05,39.29
2007-06-27,17.4129,29.87,#N/A N/A,263.4,#N/A N/A,23.79,27.27,16.303,61.45,51.75,25.61,50.33,71.19,49.24,49.19,35.33,68.14,39.76,34.27,2.969,94.65,87.13,38.06,61.43,26.22,83.48,83.89,57.69,41.7,44.56,39.98
2007-06-28,17.2229,29.83,#N/A N/A,262.759,#N/A N/A,23.92,27.85,16.478,61.5,52.1,25.63,50.48,71.84,48.96,49.09,35.28,68.89,39.52,33.85,2.836,95.16,86.85,38.12,61.36,26.315,83.6,84.18,57.35,41.79,44.42,40.74
2007-06-29,17.4343,29.47,#N/A N/A,261.603,#N/A N/A,23.7399,27.85,16.587,61.62,51.14,25.57,49.8,72.1,48.45,48.89,35.17,68.41,39.35,34.14,2.77,96.16,86.79,38.28,61.19,26.155,83.88,84.24,56.74,42,44.22,41.5
2007-07-02,17.3229,29.74,#N/A N/A,265.447,#N/A N/A,24.27,27.89,16.618,61.85,52.22,25.73,49.57,72.49,49.15,49.32,35.51,69.61,39.37,34.52,2.783,96.77,88,38.26,61.74,26.28,84.82,85.15,57.4,43.13,45.08,41.85
2007-07-03,18.1671,30.02,#N/A N/A,267.429,#N/A N/A,24.59,28.1,16.221,61.95,52.14,25.81,49.83,72.74,49.34,49.55,35.68,69.45,39.2,34.54,2.824,97.65,87.94,38.7,61.79,26.45,85.36,86.33,56.81,42.82,45.26,41.5
2007-07-05,18.9643,29.99,#N/A N/A,271.077,#N/A N/A,24.6,28.37,16.171,62.28,52.45,25.9,49.82,73.36,48.79,49.37,35.32,68.73,39.83,34.63,2.831,98.36,87.76,38.54,61.67,26.335,85.16,86.57,56.81,42.75,45.79,40.96
2007-07-06,18.9,29.97,#N/A N/A,269.961,#N/A N/A,24.68,28.47,16.19,62.13,53.02,25.92,49.46,74.1,48.97,49.15,35.33,68.97,40.3,34.49,2.913,98.88,88.11,38.48,61.48,26.3,86.46,87.68,56.5,43.49,45.82,40.66
2007-07-09,18.6186,29.87,#N/A N/A,271.543,#N/A N/A,24.9599,28.4499,16.122,62.72,51.97,25.88,49.42,74.28,48.79,48.81,35.12,72.07,40.23,34.46,2.919,99.9,88.11,38.62,61.52,26.35,87.44,89.5,55.98,43.27,46.41,40.49
2007-07-10,18.9071,29.33,#N/A N/A,271.933,#N/A N/A,24.97,28.31,15.835,62.2,51.55,25.58,48.66,74.08,47.51,48.36,34.44,70.28,40.25,33.89,2.874,100.25,87.22,37.9,61.03,26.05,86.5,89,55.54,42.39,45.07,39.5
2007-07-11,18.9129,29.49,#N/A N/A,272.499,#N/A N/A,24.57,28.76,15.635,62.86,51.41,25.45,48.9,73.8,48.13,48.51,34.92,70.73,40.48,33.98,2.859,100.12,87.88,38.2,61.56,26.045,87.29,90.75,55.32,42.6,45.45,39.81
2007-07-12,19.1528,30.07,#N/A N/A,272.929,#N/A N/A,26,29.8,16.787,63.36,53.09,25.98,50.77,73.55,49.53,49.53,35.44,72.79,40.94,34.25,2.873,100.78,89.93,39,62.93,26.315,89.62,93.3,56.43,44.28,46.13,40.48
2007-07-13,19.6757,29.82,#N/A N/A,276.348,#N/A N/A,25.97,29.89,16.921,63.43,52.98,25.91,50.85,73.55,50.05,49.5,35.54,75.1,40.87,34.37,2.877,101.88,90.22,39.5,62.66,26.555,90.33,93.33,57.46,44.42,46.33,40.4
2007-07-16,19.7286,30.03,#N/A N/A,276.763,#N/A N/A,25.95,29.89,16.971,63.8,52.95,26.08,50.83,73.08,49.83,49.62,35.45,73.69,40.58,34.47,2.866,102.07,90.87,40.12,63.15,26.925,89.7,92.12,57.49,44.03,46.18,40.21
2007-07-17,19.8443,30.7799,#N/A N/A,277.769,#N/A N/A,26.3299,29.73,16.924,62.74,53,25.96,50.27,73.26,49.92,49.8,35.59,73.79,40.15,34.68,2.887,102.05,91.08,40.71,62.68,26.585,89.09,91.1,58,43.76,46.91,39.84
2007-07-18,19.7314,30.92,#N/A N/A,275.016,#N/A N/A,25.06,29.44,16.883,62.2,53.58,25.13,49.94,72.98,48.88,49.36,35.39,73.32,40.04,34.6,2.874,101.82,91.48,40.45,62.59,26.715,91.15,93.08,58.5,43.5,47.16,39.63
2007-07-19,20,31.51,#N/A N/A,274.561,#N/A N/A,25.26,29.94,16.743,62.39,51.89,24.99,49.34,72.76,48.62,49.27,35.54,73.35,39.7,34.47,2.849,102.48,91.17,40.71,62.79,26.85,92.29,93,59.55,45.15,47.67,39.65
2007-07-20,20.5357,31.16,#N/A N/A,260.312,#N/A N/A,24.55,29.59,16.528,61.79,51.32,24.9,49.02,72.85,47.56,48.31,34.72,71.63,39.39,34.34,2.804,103.86,90.21,40.12,62.15,26.605,91.94,92.12,58.62,45.02,47.22,39.06
2007-07-23,20.5286,31.19,#N/A N/A,256.503,#N/A N/A,24.72,30.26,16.76,62,51.17,25.03,52.33,72.77,47.15,48.15,34.85,71.74,38.96,35.03,2.467,104.04,90.87,40.82,63.34,26.82,93.44,92.57,59.85,44.72,47.07,40.03
2007-07-24,19.27,30.8,#N/A N/A,257.249,#N/A N/A,24.529,29.76,15.877,61.47,51,24.89,51.72,72.72,45.34,47.15,33.93,69.25,37.95,34.75,2.296,103.8,89.69,40.22,62.96,26.61,90.84,89.85,57.5,43.42,46.11,39.68
2007-07-25,19.6086,30.71,#N/A N/A,255.127,#N/A N/A,24.5,29.91,16.11,61.53,51.21,24.78,53.38,72.77,45.27,47.93,34.57,86.18,38.04,34.93,2.386,107.23,89.62,40.42,62.98,27.025,92.79,91.05,58.26,43,45.67,40.5
2007-07-26,20.8571,29.98,#N/A N/A,254.246,#N/A N/A,24,29.67,15.872,60.96,50.21,24.15,51.97,71.91,44.08,47.23,33.65,84.01,37.3,34.08,2.549,103.7,90.05,39.53,62.56,26.49,88.23,87.46,56.31,41.44,43.45,39.97
2007-07-27,20.55,29.3901,#N/A N/A,256.193,#N/A N/A,23.54,28.9699,15.403,59.77,49.13,23.79,50.12,72.3,44.23,47.41,33.56,84.04,36.75,33.74,2.443,103.71,90.05,38.79,62.82,26.14,85.59,85.2,54.92,40.83,42.45,39.24
2007-07-30,20.2043,29.4,#N/A N/A,258.305,#N/A N/A,23.85,29.49,16.459,60.07,48.94,23.76,50.12,71.98,44.75,47.7,34.61,82.7,37.81,34.01,2.484,105.54,90.18,39.27,63.27,26.195,86.01,86.43,57.79,42.29,43.76,39.77
2007-07-31,18.8229,28.99,#N/A N/A,255.247,#N/A N/A,23.62,28.91,16.08,60.5,48.43,23.51,49.65,72.08,44.01,47.42,33.77,78.54,37.17,33,2.461,103.43,88.92,38.76,61.86,26.055,85.13,85.26,57.73,41.66,43.48,39.16
2007-08-01,19.2857,29.3,#N/A N/A,256.719,#N/A N/A,23.8,29.77,15,60.96,47.99,23.63,51.02,71.99,44.38,47.63,34.48,77.31,37.77,33.83,2.451,104.53,89.07,38.95,63.16,26.635,85.84,85.17,59.46,40.34,44.16,40.23
2007-08-02,19.4986,29.52,#N/A N/A,255.753,#N/A N/A,24.3,30.13,14.262,61.03,48.36,23.85,51.64,71.76,44.59,47.78,34.42,79.71,37.82,34.36,2.444,105.93,89.12,39.03,63.3,26.83,85.18,83.89,59.86,41.49,44.57,40.6
2007-08-03,18.8357,28.9601,#N/A N/A,251.744,#N/A N/A,23.9101,29.46,13.126,60.55,47.5,23.51,50.29,71.98,43.65,47,32.81,76.8,36.19,33.9,2.367,104.24,87.56,38.06,62.88,26.64,82.08,81.02,57.11,40.12,42.89,39.45
2007-08-06,19.3214,29.54,#N/A N/A,255.247,#N/A N/A,24.13,29.5,13.762,62.3,48.5,24.11,51.35,73.4,45.11,48.16,34.76,79,36.89,34.3,2.423,104.34,87.77,39.1,65,27.115,83.54,82.02,60.74,40.19,43.04,40.26
2007-08-07,19.29,29.55,#N/A N/A,258.26,#N/A N/A,24.1299,29.69,14.427,62.08,47.99,24.35,51.63,73.84,45.34,48.67,34.89,79.14,36.4,34.55,2.479,103.22,88.03,39.48,65.23,27.23,85.7,83.18,62.92,41,43.06,40.46
2007-08-08,19.1443,30,#N/A N/A,263.145,#N/A N/A,24.68,31.68,14.802,62.49,47.57,24.61,52.36,73.74,46.51,49.7,34.99,77.78,37.8,34.29,2.567,102.72,88.15,40.46,65.16,27.93,87.9,84.33,62.6,41.69,43.33,40.35
2007-08-09,18.0557,28.92,#N/A N/A,257.614,#N/A N/A,23.92,31.4,14.128,60.83,46.33,24.14,51.44,72.86,44.17,48.35,34.16,74.11,35.79,33,2.539,98.3,86.86,38.94,64.97,27.925,83.6,81.11,61.25,41.11,42.15,39.25
2007-08-10,17.8571,28.71,#N/A N/A,258.125,#N/A N/A,23.98,31.3901,13.84,61.15,47.48,23.99,50.88,72.5,44.25,48.59,34.4,74.78,35.92,33.16,2.556,98.44,85.97,38.23,65.39,27.49,84.51,83.42,60.2,40.69,41.94,38.87
2007-08-13,18.2557,28.63,#N/A N/A,258,#N/A N/A,24.02,30.83,13.659,61.45,49.04,23.89,50.56,72.78,43.83,48.5,33.9,74.87,35.24,33.24,2.48,100.05,86.25,38.17,64.28,27.26,82.92,82.45,60.27,40.37,41.61,39.08
2007-08-14,17.7186,28.27,#N/A N/A,254.546,#N/A N/A,23.8,30.26,13.352,61.13,48.48,23.58,49.93,72.58,43.3,47.86,33.66,73.45,33.52,32.36,2.494,97.63,85.76,37.68,63.72,27.07,83.13,82.45,59.34,39.5,40.98,38.26
2007-08-15,17.1286,28.1,#N/A N/A,249.016,#N/A N/A,23.22,29.92,12.904,61.3,49.12,23.53,49.78,73.1,43,48.23,33.57,72.38,33.36,31.71,2.491,95.51,85.06,36.9,63.48,26.915,81.69,80.76,58.97,38.04,40.17,37.99
2007-08-16,16.7214,27.81,#N/A N/A,245.998,#N/A N/A,23.1,29.3,13,61.63,48.86,23.39,49.46,75.83,45.47,49.85,35.4,72.79,32.82,32.58,2.414,92.74,85.4,37.2,64.03,26.79,80.67,81.39,59.29,37.2,39.85,37.92
2007-08-17,17.4371,28.25,#N/A N/A,250.262,#N/A N/A,23.7,29.99,13.7,62.02,49.8,23.94,49.62,78.96,47.01,51.76,37.24,75.02,33.31,32.68,2.463,95.93,87.83,38.45,65.35,27.225,84.14,84.36,60,39.63,41.15,39.05
2007-08-20,17.46,28.26,#N/A N/A,249.201,#N/A N/A,24.11,29.76,13.79,61.83,49.55,24.17,49.98,79.24,46.49,51.35,37.1,74.7,33.79,32.91,2.453,97.21,88.27,38.22,65.01,27.26,84.53,84.89,59.56,38.84,41.8,38.65
2007-08-21,18.2243,28.07,#N/A N/A,253.55,#N/A N/A,23.89,30.1,14.016,61.67,49.56,24.24,49.77,79.65,46.2,51.3,37.37,77.49,34.3,33.29,2.471,96.95,88.46,38.35,64.46,27.015,83.15,84.3,60.13,37.98,41.64,38.75
2007-08-22,18.93,28.22,#N/A N/A,256.623,#N/A N/A,24.15,30.26,14.482,62.01,48.65,24.65,50.36,78.78,46,51.65,36.7,78.5,34.77,33.57,2.49,97.99,89.07,39.14,64.74,26.975,83.58,85.39,60.75,39.37,42.97,39.78
2007-08-23,18.7243,28.3,#N/A N/A,256.343,#N/A N/A,24.23,30.27,14.229,62.11,48.62,24.62,50.5,78.9,45.67,51.83,36.45,77.3,34.02,33.16,2.464,96.74,88.75,39.12,65.04,26.99,83.75,85.48,60.44,38.85,43.04,40.1
2007-08-24,19.3286,28.81,#N/A N/A,257.75,#N/A N/A,24.79,30.73,13.983,61.88,49.61,24.74,50.82,79.9,45.95,51.87,36.57,79.25,34.68,33.87,2.543,98.47,89.15,39.41,65.93,27,85.69,87.22,60,39.64,43.43,40.36
2007-08-27,18.8929,28.49,#N/A N/A,256.879,#N/A N/A,24.45,31.1,13.825,61.6,49.19,24.76,50.12,79.31,44.91,50.87,36.13,78.65,35.25,33.84,2.449,98.54,88.7,39,65.23,27.005,85.12,87,58,39.45,43.18,40.1
2007-08-28,18.1171,27.93,#N/A N/A,253.445,#N/A N/A,23.96,30.41,13.212,61.25,48.63,24.47,49.21,79.3,43.6,49.66,35.2,76.22,35.05,33.2,2.426,95.65,87.62,38.05,64.7,26.63,83,84.3,57.26,38.64,41.7,38.79
2007-08-29,19.1543,28.59,#N/A N/A,256.688,#N/A N/A,25.09,31,13.342,61.86,48.69,24.67,49.92,79,44.13,50.55,35.98,79.05,36.55,33.89,2.5,96.9,88.76,38.71,65.12,26.755,85.23,86.7,58.69,39.12,42.46,40.2
2007-08-30,19.4643,28.45,#N/A N/A,255.948,#N/A N/A,25.28,31.43,13.247,61.6,49.05,24.55,49.66,78.97,43.97,50.21,35.74,78.68,37.04,33.47,2.457,96.85,89.36,38.4,65.01,26.7,85.4,87.19,58.47,38.73,42.5,39.76
2007-08-31,19.7829,28.73,#N/A N/A,257.875,#N/A N/A,25.75,31.92,13.699,61.79,50.01,24.84,50.17,77.8,44.52,50.68,36.54,79.91,38.31,33.6,2.503,96.7,90.99,38.87,65.31,26.89,85.73,87.76,58.84,39.62,42.63,39.87
2007-09-04,20.5943,28.81,#N/A N/A,262.829,#N/A N/A,26.18,32.32,13.824,61.98,50.19,25.08,50.04,79.14,45.3,51.08,36.59,82.7,36.36,34.13,2.591,95.92,91.15,39.04,65.45,27.185,87.23,88.73,60.38,40.05,43.1,40.28
2007-09-05,19.5371,28.48,#N/A N/A,264.156,#N/A N/A,25.99,32.22,13.556,61.65,49.29,24.71,49.4,79.58,44.17,49.95,35.89,83.75,36.51,34.04,2.56,95.84,89.92,38.75,65.46,26.845,87.22,88.36,59.09,39.01,42.4,39.73
2007-09-06,19.2871,28.91,#N/A N/A,262.014,#N/A N/A,26.15,31.84,13.477,61.66,49.6,24.62,50.47,79.99,44.21,49.79,35.65,86.21,35.22,34.41,2.57,96.2,90.63,39.4,66.11,27.33,87.49,88.93,59.6,38.46,42.69,39.74
2007-09-07,18.8243,28.44,#N/A N/A,259.927,#N/A N/A,25.47,31.52,13.021,61.68,49.19,24.25,49.57,79.59,43.52,49.02,35.2,84.52,34.21,33.59,2.577,94.84,88.92,38.75,65.47,27.295,85.75,87.65,58.59,38.12,41.49,38.73
2007-09-10,19.53,28.48,#N/A N/A,257.489,#N/A N/A,25.35,31.74,12.971,61.84,49.12,23.96,49.81,78.86,43.93,48.96,35.14,83.34,33.81,33.56,2.486,95.33,87.82,39.19,65.9,27.285,84.86,87.05,59.51,37.79,40.95,38.78
2007-09-11,19.3557,28.93,#N/A N/A,260.918,#N/A N/A,25.66,32.16,13.217,62.05,49.57,24.19,49.95,78.97,44.54,49.45,36.12,86.28,34.87,33.49,2.524,97.44,88.24,39.5,66.99,27.83,86.94,88.59,60.23,39.18,41.68,39.81
2007-09-12,19.55,28.93,#N/A N/A,261.578,#N/A N/A,25.46,31.7799,13.683,62.51,49.47,24.19,49.67,78.97,44.47,49.39,35.68,87.3,35.09,33.72,2.48,98.32,89.08,39.9,67.31,27.92,87.65,89.19,60.78,38.31,41.9,39.86
2007-09-13,19.6,29.16,#N/A N/A,262.644,#N/A N/A,25.35,31.51,13.95,63.11,49.55,24.23,49.86,79.14,45.6,49.86,35.81,87.26,35.61,33.52,2.477,98.95,89.09,40.51,67.46,27.935,88.62,90.09,60.94,39.18,42,40.77
2007-09-14,19.83,29.04,#N/A N/A,264.631,#N/A N/A,24.93,31.56,13.785,63.2,49.91,24.29,49.54,79.92,45.54,49.95,35.66,87.77,35.68,33.56,2.531,99.35,89.02,40.35,67.81,28.2,88.67,90.65,61.39,39.56,41.98,40.44
2007-09-17,19.7729,28.725,#N/A N/A,262.905,#N/A N/A,24.85,31.5,13.672,62.94,49.95,24.13,49.41,78.95,45.29,49.51,35.66,86.91,35.38,33.38,2.63,98.64,88.93,40.18,67.95,27.64,89.26,90.93,61.26,40.54,42.17,40
2007-09-18,20.1314,28.93,#N/A N/A,267.894,#N/A N/A,25.41,32.04,14.581,63.83,50.1,24.54,50.57,79.04,47.82,51.21,37.19,88.75,36.36,34.58,2.747,98.473,91.66,41.68,68.68,28.2029,91.76,93.34,62.76,41.46,43.64,40.83
2007-09-19,20.11,28.67,#N/A N/A,273.69,#N/A N/A,25.68,32.09,14.95,64.49,49.84,24.88,51.56,78.01,47.57,51.07,37.3,89,36.18,34.56,2.806,100.02,91.96,41.77,68.79,28.31,92.12,94.11,63.14,41.4,44.08,41.58
2007-09-20,20.0443,28.4201,#N/A N/A,276.683,#N/A N/A,25.81,32.21,14.951,64.79,49.81,24.52,51.38,78.3,46.96,50.79,36.55,89.65,35.32,34.04,2.783,101.25,91.44,41.24,68.98,28.155,92.09,94.17,62.63,41.81,43.55,42.03
2007-09-21,20.5929,28.6499,#N/A N/A,280.321,#N/A N/A,25.87,32.3,14.656,65.12,49.91,24.59,51.82,77.8,47.13,51.24,36.24,91.3,34.47,34.6,2.741,102.59,91.68,41.25,69.39,28.275,92.31,94.84,63.1,42.23,43.64,42.53
2007-09-24,21.1829,29.08,#N/A N/A,284.285,#N/A N/A,25.98,31.88,14.226,65.2,49.56,24.42,51.68,78.08,46.34,50.59,35.96,92.59,33.88,34.32,2.756,103.05,91.81,40.85,69.8,28.35,91.73,94.35,62.02,42.18,44,42.27
2007-09-25,21.8829,29.5599,#N/A N/A,284.776,#N/A N/A,25.8901,32.44,14.299,64.97,49.48,24.24,52.28,77.89,46.1,50.22,36.07,93.48,33.08,34.07,3.001,104.93,91.91,41.1,69.85,28.51,91.96,91.88,61.91,42.23,44.02,42.57
2007-09-26,21.8243,29.5,#N/A N/A,284.355,#N/A N/A,25.91,32.9901,14.285,65.39,49.31,24.58,52.6,77.98,46.13,50.41,35.85,93.43,32.99,34.52,3.134,104.45,92.54,41.27,70.51,28.675,92.37,92.51,62.73,42.93,43.93,42.83
2007-09-27,22.0714,29.49,#N/A N/A,284.025,#N/A N/A,25.76,33.2299,14.8,65.54,49.26,24.75,52.3,78.27,46.21,50.6,36.02,93.38,32.76,34.21,3.051,105.46,93.39,41.39,70.1,28.665,92.97,93.51,61.81,43.84,43.98,42.83
2007-09-28,21.9243,29.46,#N/A N/A,283.91,#N/A N/A,25.86,33.1299,14.797,65.7,48.43,24.43,51.69,79.04,45.82,50.27,35.62,93.15,32.44,34.39,2.964,104.99,93.58,41.4,70.34,28.735,92.56,93.58,60.88,43.54,43.06,42.31
2007-10-01,22.3341,29.7701,#N/A N/A,291.557,#N/A N/A,26.371,32.99,15.337,66.14,48.14,24.85,52.43,79.18,46.81,50.64,36.65,93.41,33.16,34.65,3.031,106.65,94.74,42.02,70.91,28.95,93.95,94.44,62.24,44.13,44.07,42.23
2007-10-02,22.6357,29.7,#N/A N/A,292.478,#N/A N/A,26.38,33.01,15.298,66.05,47.89,24.94,51.62,79.93,47.16,51.72,36.63,92.36,33.36,34.77,3.029,105.93,93.89,42.12,70.73,28.96,92.24,92.56,62.19,42.8,44.31,42.41
2007-10-03,22.56,29.4525,#N/A N/A,292.293,#N/A N/A,25.81,32.4501,15.694,66.1,47.05,25.08,52.15,79.64,47,51.93,37,92.455,33.87,34.72,3.011,104.72,94.19,41.55,70.41,28.785,91.33,91.48,62.26,42.62,44.1,41.92
2007-10-04,22.32,29.71,#N/A N/A,289.796,#N/A N/A,25.6,32.15,16.155,66.11,47.38,25.3,52.86,79.4,47.25,52.4,37.27,92.26,33.74,34.9,3.02,104.5,94.25,41.7,70.83,28.935,90.92,91.84,62.49,43.35,44.35,41.99
2007-10-05,23.0643,29.84,#N/A N/A,297.313,#N/A N/A,25.54,32.649,16.246,66.25,47.7,25.58,53.51,80.58,47.58,52.71,37.47,93.43,34.22,35.47,3.143,102.25,95.85,41.77,70.83,29.035,91.36,92.32,62.83,42.75,44.67,42.14
2007-10-08,23.9871,29.84,#N/A N/A,305.105,#N/A N/A,25.66,32.71,16.236,66.02,47.81,25.45,53.15,82.2,47.44,52.43,36.96,95.85,33.93,35.27,3.181,101.07,95.41,41.53,70.71,28.9,90.68,91.58,62.33,42.4,44.4,41.93
2007-10-09,23.98,30.0999,#N/A N/A,307.891,#N/A N/A,25.8399,33.08,16.269,66.25,48.49,25.54,53.63,81.78,47.57,52.57,37.12,95.324,33.8,35.45,3.256,101.45,95.62,42.02,71.08,28.94,92.67,92.8,63.52,42.79,45,41.98
2007-10-10,23.8271,30.23,#N/A N/A,312.998,#N/A N/A,25.88,33.27,16.482,65.83,49.33,25.54,53.23,83.2,46.91,52.3,36.62,94.66,33.65,35.28,3.346,98.68,95.82,41.81,71.4,28.935,93.13,92.08,63.05,42.64,44.8,41.75
2007-10-11,23.1757,29.91,#N/A N/A,311.301,#N/A N/A,25.43,32.8,16.184,65.95,49.34,25.45,53.04,83.9,46.66,52.42,36.32,89.34,33.43,35.01,3.273,96.26,94.36,41.6,71.77,28.595,92.66,91,62.96,43.47,44.79,41.61
2007-10-12,23.8934,30.17,#N/A N/A,319.004,#N/A N/A,25.55,32.9201,16.321,65.94,49.69,25.26,53.51,84.68,46.82,52.07,36.04,92.37,33.44,35.47,3.286,96.69,94.17,41.03,71.7,28.9,93.48,91.41,63.54,43.67,46.5,42.29
2007-10-15,23.8543,30.04,#N/A N/A,310.355,#N/A N/A,25.75,32.79,15.791,65.65,48.93,25,53.29,84.16,46.27,51.42,35.95,90.53,33.01,35.14,3.423,94.83,94.39,40.82,71,28.82,94.82,92.33,63.15,43.05,45.8,42.19
2007-10-16,24.2257,30.32,#N/A N/A,308.298,#N/A N/A,25.48,32.29,15.56,65.07,48.5,24.63,53.03,84.64,45.11,50.2,34.55,89.53,32.51,35.01,3.424,95.94,93.98,40.77,70.82,28.88,94.74,93.45,63.24,42.56,45.08,41.82
2007-10-17,24.6786,31.08,#N/A N/A,317.047,#N/A N/A,26.72,32.46,15.461,64.85,48.6,24.55,53.42,86.7,46.37,50.03,34.27,90.55,31.78,35.38,3.469,95.59,94.26,41,70.59,29.545,94.8,93.26,63.24,42.7,44.77,41.93
2007-10-18,24.7857,31.16,#N/A N/A,320.12,#N/A N/A,26.97,32.68,15.372,64.9,48.1,24.54,53.39,86,45.9,48.85,33.5,89.85,31.68,34.78,3.433,96.94,94.73,40.79,70.9,29.68,95.05,92.42,62.57,42.72,44.72,41.81
2007-10-19,24.3457,30.17,#N/A N/A,322.667,#N/A N/A,26.3,31.5,15.16,64.23,47.45,24.07,53.11,84.86,45.02,47.57,32.86,89.76,30.76,33.81,3.32,93.9,86.62,40.04,70.8,29.38,92.14,89.27,60.69,41.78,43.78,41.37
